ID	C1-1_FDME210249711-1r	C2-1_FDME210249713-1r	C3-1_FDME210249715-1r	C4-1_FDME210249717-1r	C5-1_FDME210249719-1r	C6-1_FDME210249721-1r	H1-1_FDME210249735-1r	H2-1_FDME210249737-1r	H3-1_FDME210249739-1r	H4-1_FDME210249741-1r	T1-1_FDME210249723-1r	T2-1_FDME210249725-1r	T3-1_FDME210249727-1r	T4-1_FDME210249729-1r	T5-1_FDME210249731-1r	T6-1_FDME210249733-1r
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM33-14	0.0	0.0	0.0	0.0	0.0	0.0	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM34-10LB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM34-9LB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1	31	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM36-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM36-18	10	35	0.0	0.0	0.0	0.0	0.0	42	24	25	0.0	0.0	5	11	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM40-10AC	0.0	0.0	0.0	0.0	1	0.0	1	6	2	1528	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM41-10BH	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM41-2AC	0.0	0.0	0.0	0.0	0.0	0.0	56	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM42-10AC	3	0.0	0.0	0.0	3	0.0	0.0	0.0	83	75	1	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM42-11	0.0	0.0	0.0	4	12	1	7	9	19	44	0.0	0.0	2	1	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM44-9AT	3	0.0	0.0	0.0	0.0	0.0	0.0	19	1	79	0.0	2	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM45-2	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	4	32	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM45-9BH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM46-18	0.0	0.0	0.0	0.0	0.0	0.0	1	1	8	286	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM47-2BH	1	0.0	0.0	9	3	5	0.0	0.0	204	85	11	0.0	7	19	38	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM49-10BH	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM50-15BH	0.0	0.0	0.0	0.0	0.0	0.0	7	0.0	1	6	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM54-14NS	0.0	0.0	0.0	0.0	0.0	0.0	1	2	5	25	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM54-1NS	8	0.0	0.0	4	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	3	0.0	1	3
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM57-5	0.0	2	0.0	2	1	0.0	2	0.0	0.0	305	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. AM58-7XD	5	1	1	1	0.0	4	18	32	27	41	0.0	5	4	1	3	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. BSD2780120874_150323_B10	47	100	202	79	347	44	0.0	0.0	0.0	1	83	13	101	50	46	131
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:108	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	15	9	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:108-related_41_35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	13	0.0	0.0	0.0	0.0	0.0	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:17	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81	21	0.0	1	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:177	262	130	162	88	5472	77	0.0	13	0.0	5853	721	17	0.0	330	10	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:254	175	15	22	46	6	24	2	0.0	24920	10828	0.0	180	10	76	12	3
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:330	0.0	0.0	0.0	2	0.0	21	0.0	0.0	0.0	0.0	0.0	39	148	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:353	10	3	0.0	7	0.0	9	0.0	0.0	1	0.0	12	1	22	3	52	12
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:379	0.0	1	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	1	12	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:382	72	114	843	113	384	0.0	0.0	0.0	0.0	0.0	167	143	1	444	364	1067
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:403	5	0.0	0.0	0.0	0.0	1	0.0	0.0	55	2	0.0	1	4	7	5	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:488	6	22	66	36	33	4	0.0	0.0	0.0	0.0	2	2	1	9	19	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:55	0.0	0.0	0.0	0.0	0.0	0.0	34	0.0	0.0	6	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:563	3	6	3	38	5	10	0.0	0.0	0.0	0.0	1	7	0.0	1	0.0	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22	0.0	0.0	4	13	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:579	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	6	0.0	0.0	0.0	0.0	0.0	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:60	0.0	0.0	0.0	0.0	0.0	0.0	1	13	99	7	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:624	22	14	4	41	80	71	0.0	0.0	0.0	3	80	30	13	46	278	37
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:724	167	261	359	79	137	31	0.0	0.0	0.0	0.0	86	22	6	123	180	365
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:9	5	0.0	0.0	0.0	0.0	1	51	10	111	725	0.0	6	3	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:9-related_41_34	3	0.0	0.0	0.0	0.0	0.0	3	0.0	10	50	0.0	2	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CAG:90	44	14	0.0	0.0	0.0	0.0	2	0.0	83	56	0.0	23	5	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. CLA-AA-H200	0.0	0.0	3	0.0	6	4	1	0.0	3	74	3	1	3	1	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. D55t1_190419_H1	0.0	0.0	0.0	0.0	0.0	0.0	12	10	15	7	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. DSM 100440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. FC2018	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	4	0.0	0.0	1	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. HUN007	0.0	17	3	48	45	11	0.0	0.0	0.0	0.0	58	1	0.0	61	62	42
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. J1101004_170508_H5	7	0.0	0.0	14	3	34	1	0.0	8	7	0.0	0.0	0.0	4	13	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. KGMB03662	5	0.0	2	1	3	1	0.0	0.0	60	0.0	2	0.0	16	4	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. M6(2020)	0.0	1	4	1	1	0.0	0.0	0.0	0.0	0.0	1	0.0	2	4	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. MCC718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. Marseille-P6503	0.0	1	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. NK3A76	0.0	4	2	2	0.0	6	0.0	0.0	0.0	0.0	2	3	0.0	3	5	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. NSJ-71	0.0	1	69	17	10	20	0.0	0.0	0.0	1	0.0	20	7	11	3	6
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OF02-6	0.0	1	0.0	0.0	0.0	1	0.0	1	9	4	0.0	1	1	0.0	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OF03-6AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22	0.0	0.0	0.0	0.0	0.0	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OM02-16LB	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	8	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OM04-4AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OM05-10BH	4	1	0.0	5	5	3	0.0	0.0	0.0	0.0	2	7	0.0	2	0.0	3
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OM05-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OM06-36AC	0.0	0.0	0.0	0.0	0.0	1	1	0.0	4	44	0.0	2	16	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OM07-17	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OM07-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OM08-7	1	1	0.0	0.0	0.0	0.0	0.0	0.0	18	1	0.0	1	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. OM08-9BH	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. SR1/5	3	3	0.0	0.0	0.0	0.0	0.0	0.0	9	6	5	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. TF06-23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. TF08-4	6	3	2	0.0	15	4	7	0.0	0.0	8	6	3	8	11	4	12
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. TF10-6	0.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0	4	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. TF12-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. TM09-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	9	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. TM10-9AT	4	0.0	0.0	0.0	0.0	1	0.0	0.0	11	14	0.0	7	1	2	1	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. YE78	6	3	6	8	1	7	0.0	0.0	0.0	0.0	1	3	7	6	16	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus sp. zg-924	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	4	0.0	3	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__[Ruminococcus] gnavus CAG:126	0.0	0.0	0.0	0.0	0.0	0.0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__[Ruminococcus] torques CAG:61	0.0	0.0	0.0	0.0	0.0	0.0	42	10	15	42	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__uncultured Ruminococcus sp.	11	22	37	103	386	58	196	16	752	475	29	20	22	32	41	23
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium	41	91	49	63	206	34	95	2997	1049	82	44	28	59	59	77	67
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium lactatiformans	41	91	49	63	206	34	95	2997	1049	82	44	28	59	59	77	67
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum	61	27	51	14	21	4	14	506	196	2092	5	4	3	38	6	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum|s__Subdoligranulum sp.	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum|s__Subdoligranulum sp. 4_3_54A2FAA	1	1	2	2	0.0	0.0	1	84	6	1	0.0	0.0	0.0	0.0	2	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum|s__Subdoligranulum sp. AF14-43	2	9	47	5	16	1	1	60	33	0.0	4	0.0	0.0	30	1	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum|s__Subdoligranulum sp. AM16-9	1	3	0.0	0.0	0.0	0.0	3	107	5	0.0	0.0	1	0.0	2	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum|s__Subdoligranulum sp. AM23-21AC	1	1	1	0.0	0.0	1	0.0	79	7	1	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum|s__Subdoligranulum sp. APC924/74	53	4	1	5	5	0.0	2	0.0	62	1826	0.0	1	2	6	0.0	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum|s__Subdoligranulum sp. OF01-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum|s__Subdoligranulum sp. TF05-17AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum|s__Subdoligranulum variabile	3	3	0.0	0.0	0.0	2	0.0	0.0	2	175	0.0	0.0	0.0	0.0	2	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vermiculatibacterium	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vermiculatibacterium|s__Vermiculatibacterium sp. DSM 112226	0.0	0.0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas	296	1416	2733	321	530	28	39	0.0	939	2972	187	69	30	150	83	691
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas coprocola	84	77	44	20	19	3	38	0.0	917	417	33	14	7	28	18	30
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas fastidiosa	210	1332	2645	300	508	24	1	0.0	18	95	153	55	23	118	64	657
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Yanshouia	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Yanshouia|s__Yanshouia hominis	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Youxingia	0.0	19	8	4	1	1	0.0	0.0	0.0	25	0.0	12	8	16	2	9
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Youxingia|s__Youxingia wuxianensis	0.0	19	8	4	1	1	0.0	0.0	0.0	25	0.0	12	8	16	2	9
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Zongyangia	752	264	185	419	1110	357	0.0	0.0	2	0.0	435	101	236	310	657	464
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Zongyangia|s__Zongyangia hominis	752	264	185	419	1110	357	0.0	0.0	2	0.0	435	101	236	310	657	464
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Oscillospiraceae bacterium	579	356	321	327	319	114	2493	2574	7455	5668	97	85	157	161	160	212
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Ruminococcaceae bacterium AF10-16	11	8	9	3	10	10	1	0.0	1132	81	15	3	8	3	4	10
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Ruminococcaceae bacterium AM07-15	11	15	0.0	0.0	19	0.0	0.0	3	54	1	0.0	0.0	18	16	22	13
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Ruminococcaceae bacterium AM28-23LB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12	0.0	0.0	1	0.0	0.0	1
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Ruminococcaceae bacterium D16	13	7	1	2	1	0.0	0.0	0.0	0.0	0.0	1	0.0	1	3	0.0	14
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Ruminococcaceae bacterium D5	2	9	33	7	11	7	0.0	1	0.0	0.0	3	1	0.0	1	2	2
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Ruminococcaceae bacterium FB2012	0.0	0.0	2	3	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Ruminococcaceae bacterium P7	46	95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65	1	4
d__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__Ruminococcaceae bacterium TF06-43	5	3	1	8	7	4	0.0	0.0	239	97	10	1	1	0.0	5	1
